,0
af7594a29b3def72cd1c3a2148dc628e,75.0
40f48a770b506ce189149c8976e24d78,74.0
ad30968e9fea6dc33043c1f195dd4d19,74.0
1696a3080382998c4ce16be8320a36db,74.0
f66effc279917d65747b7c3ef8d62432,74.0
bb90b7ea55c8f4323c5ba7a9fd9c9f1d,73.0
c1222feef6ea545b9b67078f99b2b0b0,73.0
7c1d209a23ec78f79c4c381d520bebd4,73.0
f4925224899d505cf36a1a6a8423f790,72.0
9a3553d8b1bf5f479dde24771b2783a8,71.0
bba2f5e8f9b2e3c243f0c4111eafd901,71.0
3faf8949d16c12f7e69bd7d44f355e59,71.0
bc7f11c959a6dade29bdc5978d724630,71.0
4e34087bb8399deb145896c92e1b58a5,71.0
f0cb0cda97cb1d02169b3d6cc84a235a,70.0
ae01145fe82d2217a1e375b7f742b244,70.0
f4cb3d2c981234508bf12c6d832e6f38,70.0
5745dc28e057524bc1105353f7c9fcf3,70.0
fc5b641a0b0408d99ddfb2a5ba64da59,70.0
142810f10fefef12eb7c803686195acc,70.0
51b573b10d63a2cbe455deeef5bae002,69.0
8216e209acb7350f20ef8c02c9999b67,69.0
9522443296e83f69e8a19bbe5d23bfd1,69.0
07f43876322b7b143edb68580915a9a0,69.0
1395953fab837ed426f9b2ba24da41b1,68.0
80050fc0b39df7987c48aae8356625d8,68.0
9bb6c460cf3f45bca18d78b453b26159,67.0
80a89be6d7571fc8cff7afbc84d1b4a3,67.0
cbed9e4fef865f8dcf9e1d0ef5bf9d7f,66.0
fa0cca9bb83c3b96c9753e8ba3c63a49,65.0
654837cb66a80dee5216e5e935fb813b,65.0
a54ea55631c8d8bba5c12e7e89e9c9a2,65.0
762cf7955f66d043aa56981e1df5cf80,65.0
643bd9f3d9bd7a10cae21bd10c15ded1,64.0
605e9ea24b6852f0713cca5ecac9800b,64.0
884eb25d4572041fb8913b6dba0125df,64.0
97868a6904dfabda188287e91e94411b,64.0
9348b091af2dbf2f693e0b80b1bf0229,63.0
fdb0bd8938c3fc8361e0f6bc17d88db9,63.0
1cbd41f0f7610ea20a9058b1c2afc40e,63.0
0c46aea0ef79f9940814893eb78e24a2,63.0
3013481d80ec70615adfda039c5a4dff,62.0
f8ac433f3538676e0f737bb3d84bc515,62.0
44543d9c6bb193c64d38c9bdb6790eec,60.0
38aff035451e491e5905508b9a173fb6,60.0
6e1d3bad088ffd08e77741ea286721b8,60.0
33fbeb13d6160890799385d63de0535a,60.0
4b7bdcfb2137b4d30b489074dc8754c3,60.0
6ece1f747ae2043c0c0d49e0bd9d7a2e,59.0
98526954d600e480ace0c3e2fe6973b6,59.0
fa2e84a36ced062f666ef03eb865c03a,59.0
60b9b5873daf340befed496bb22d19c2,59.0
2de518cc070ce45530db4d2b507f10b0,59.0
6210073173b0d223b02d1f6f82c32a44,59.0
ca0ed8f3cb6fe8732e5207627705b1f4,59.0
9846f408e75074e803eebb1904a1b356,59.0
34fb07dcbf1b24ce0a9166731c2a7c61,59.0
1061dafe70b31cfb8c10bc977dbb2f09,59.0
a8414e95944ea652aef63408b4439f88,58.0
e82a8903e4e66148280bdce143bdb404,57.0
2caa8474c318d89a18ff897da1fc8953,57.0
2c7481ea8714d3d6eaca0c8f96e9551b,57.0
93f515e93f8eda8326f216cf2494af74,57.0
8d60b00823ceeae39fc7ffdf2fc98722,56.0
8a200529c29bba2625612ed0705d0118,56.0
56606f28e3b509a47e0fda9a9587ce52,56.0
8c5b87c56206f4f715dd1dc388aebe1a,55.0
7dd86c31d74a80def1a57fe32d1332a3,55.0
bd759efe26a5b4b869d3fa5e4693080d,55.0
a2707440dbf73cca93570d8c69fb4cc6,55.0
99a011799ada652d974486744c9475d0,55.0
1f4050a8c56f300c3c6b9ace61369d0e,54.0
d3dee7a14e02c7a86668e05d1430c0ec,54.0
388a365ae382c11da0edbed27037e7c7,54.0
76cca553e0a53645a4c821d4dae18e7a,54.0
2d28b059b0ef713d4766e016585fed6e,54.0
08b8d34f7eda295ef0c6f7d340503882,54.0
1a96765a3e5124e1bc2ea9b14b0f2402,53.0
8e17c00ef9859cf2371b95362c736ffc,53.0
57b34afdff2e84fb9b0befd219edcb38,53.0
d3d48130c8da140103d41f28c44b01d2,53.0
050a4bb61749fc62a9d8d1e41d652a2c,53.0
22a0f47b769608153c45626ef3f158dc,53.0
77a517253ff10afeb78a37bc13d649a0,53.0
c2129b63c9936e1189ac11e001c48b86,52.0
e9a373f72cec4cd2f47981315c1a6168,52.0
b0fb660756fd4f74d89fe91e8f0ced98,52.0
e67b7032e8f91336301335bfeef355cc,52.0
d70606bb8b12583dcc47c0286885aebd,51.0
82f51faa2a07a6ebb7f8726e30a6a3da,50.0
376a2c459993364f4102e3c1d1f7a2ff,50.0
fcd4f95c05b868060121ff709085bf21,50.0
a3d48c91c13e06333757d3a9806c03da,50.0
1f36501fd04196acb87f6f407175dccd,50.0
bd5ad947e7ce6a9469300d54fcbbd7b3,50.0
0b8ebfc7f867efbc5044c36f9d9f85b1,50.0
a43ca8d35f3896f51bb3f12387f62aa1,50.0
f2b47f01793ec9bfd4edd8901b70c272,49.0
3f5f7569b219350606d3ad533cd5cec3,49.0
cda4c0741654d56043b7136b2bc9ecbd,47.0
61f5a987c3fc9b73cb835904a0a9e933,47.0
485ab9c9241dc5144bc3f5ebb76e191b,46.0
6bf95d9914dc404e98ebff522496533d,45.0
2315947cf400f511b2914b6c3be4a9e4,45.0
30463c1d941a16a11d1b29b017631404,45.0
196ad65e876f43c980d69453d9558e86,45.0
fa131d6754e5310070b18aa59cc5d792,45.0
73fff24464f9c18615966e8f56204342,45.0
7e942c6e730792638304ba1513b1c773,44.0
44c9a9d909b99ee8a8b136fc3d83a791,44.0
aaff6903f90823d4cdc290abb70a18c1,44.0
a38bd2eb1f094a627142a91c22aed86a,43.0
47c0a89ec66c1df0ec037ad0c1fd853d,43.0
f41ded3dbe0a55e31aec2c93afc035f7,43.0
84176d2e577bf29ced71f0b2f5ada640,43.0
f089357164eff2643cd51fdf1438c4a5,43.0
bc71422a675d7d92454a95d085445bcc,43.0
33a995103fb6d0dadfe4402ddba25a90,43.0
f74fac9961d156896544d76a60d4e87b,43.0
9cb622a1d1cdcf3d7607ce652aac30e2,42.0
491ef1635067f62c395bdffd58966092,41.0
5778fe5bd0f0f813a21f3a1e0ba46b67,40.0
1043dc18e21c02c524b97bf1fe630233,40.0
b8e156ed7ed6951b72342262b4ccba86,40.0
803253a4be2e5142323a3c6d6db124f1,40.0
6e79fd16e8c50f02c8ec9ea3506e070b,40.0
9091a26dcbfd766e0727c6614299f38a,40.0
e65d750fc694e615b98bd501431862be,39.0
020800e65c18eb788e23d92347041fbd,39.0
f746ce8c3de54b1bf78054d1193fc4bb,39.0
788fc8b169d4215cf10088fd624ed0ae,39.0
2435b32b03b3b04d1a7c0b1584f9f7be,39.0
8ebc88b367f0783cc8d85004f478d4d2,39.0
854ca4672f380fba25d2539dc2889620,38.0
1ba863a1a1d378352caef6c26f03dcf8,38.0
09fc3d8a98c2ca72c69b63a51b5b564e,38.0
db61e2fc33ca606fc65089de78db7dbd,38.0
c4fac69ce91d68ee00ac833bde3db74a,37.0
0502520aa989aef3f3e2103bbd982efa,37.0
05cfd2766caedc418d4116a5962592e8,37.0
ad41fe8f8be5b01c96549309937e3b14,37.0
a4ed3855d9408ab24f601eb2a4e314ef,37.0
f2ae3348125736c5b1fcccec96a0da4a,37.0
321af9103d29f419667945eccd9f040b,37.0
6b9c712b525e8d1ed63ba36616e2d7b6,37.0
f0bf69970b0f39a4bb727a554648f36b,36.0
92d542eaadf03d2f196f1d75b017def9,36.0
9832a8530783a3406cf7101fc8b7da5c,36.0
1dc9cc9283ede7e2355496493b20ec9e,36.0
d14bace565f33d7ef460a4ae61bf3bc7,36.0
1f165849dab9865e67e14bd18fc44452,36.0
594a1fbc9085d28c8c2a61472aa49ca2,36.0
0dc5be78ca5e9263792a37452cb7472c,36.0
951fe329ad92f8ab76e4b0531c035da2,36.0
f63dda1660fc7189a5d24f3cbe793e52,36.0
011ef9e7a27e78c59147dde985b23038,36.0
a88bb4a83a45a9daae7d7deac1dc50d4,36.0
124e839582c0a3329101182cb28619a8,36.0
40f13b077d41d6837ca6fae65763cf01,35.0
97bb42c31fefdd43ebcb641b6e6f38b3,35.0
d8e47d6f5c9a7b2cb4e11c26d022dfea,35.0
57a6a9dfef1777f5a763450cc8db4730,34.0
6685bbec92f4be1c2d985cda8e71e238,34.0
9b59ffb62292c5c8ed2dafd7e3c08ccf,34.0
e7b26354a114a06df0fbcfe39c5d7058,34.0
9ee0ce3c900b10f8da7ea8f5894f3208,34.0
0238133dcf0e8cc278b5843a5dcc6dc8,33.0
760f18f1e33699243c21693acb45aef8,33.0
57058c00cef4223d769c681ae80a35a9,33.0
7e8dbd1060636d3c2290d4955f901c53,33.0
96a7dbb0e2c57e289c05b82e2db880be,33.0
f072536465985d448dd2a7e2cbcfa916,33.0
63770f45cc4e6d6f842bc70eb197a789,33.0
67fcdd292a625a6564826b116eb64b56,32.0
0e24857c82207d1d0b0f2d7324f805e7,32.0
422917b39d1f1e076053f03ef177b294,32.0
d4a8c8b05067a0c4e97fe7274d1a9d03,32.0
d4d66d8a4bb25e4372c027be69df8bbc,31.0
a80183c045cf890899121db3bbcbd39d,31.0
0e1ea07b8c61ae134b303563d662791c,31.0
9fbba2908f8a981a093ded93417e8e48,31.0
c580692b4b3c87b1b7906096ab2301fc,30.0
6a4a7bbf5c412ca825f941621d8ece1b,30.0
443881e0cd8abdcaf34c1304b21c9af4,30.0
fa07f79883b47cc7d9930394d1eba302,30.0
fb19e609f26a27e8752046ddbb730f8f,30.0
8464fddf584de3b497fa4a87b985074e,30.0
b234181b31da740ea18c17cfe3237075,30.0
4a1abcc8deb322ca5824a66a98037f9d,30.0
af12fc27ee17864717830cafd06453cd,30.0
e2c355360209f0b71b70b85ed0f9532d,30.0
ba2147400ebe7f3870c5dab9ce3b5c7e,30.0
15ca0a4d8939a3af943f44666e9a135c,30.0
2b5ce8d1c0b1645c091785c5aeb221ee,30.0
739f808746cbab36c54bbfbea885d192,30.0
8bf8d51dc012e10bd34e51098a89fbfe,29.0
d03f4c942dd8aea73d49ab0f7631462d,29.0
9f013317c90d89a5d8115cac3e76b5ac,29.0
8288f11b6e7651d826f3b7633a1be9a8,29.0
4c9291993ccc344d6a46fe8ac722fac7,29.0
3eac8c5145fda8dee2a0b9cd08be0cbb,29.0
c9a9e220b2b8de9c076c7dc988ce119f,28.0
aa5ce07029f0e5c959a7b6f4e0c825e2,28.0
ff8c7f94f941a0c647120d4e142db316,28.0
ee7ce85e38500b28d9d79b63c7fbf9a6,28.0
7f4b8f0b2315800ecb2a403d5ed7b0bc,28.0
29f2490f084f69bb837ca91da69b070a,27.0
1bdd22405c0bdd0f6bdfb811c22faf13,27.0
9c03bfc7389aedca39108b83cb7fbeb5,27.0
8dfce98843f9542a1683e58dd1a99736,27.0
5d95333c38359d56ebdad3a5e170e1cf,27.0
f29fc90ed649b65275222c1b42deb68b,27.0
c72a6a92fc92ffab3b3388333c50ad44,27.0
45b9d353627e001df437a1e7c1eee236,27.0
eb64ee00bd33ac659d283465cc0d07e1,27.0
316bed92028bce4308477d529c2a1c83,27.0
3a167dd9e1a50b91fb5936f96f96ad62,26.0
5aff8095366eea78ddecaa596d469e12,26.0
79686756a49423f4b40ed501a8fb8dcc,26.0
646eb7db16b18caa09ec786de46ee5be,26.0
6ba7c72aa91a11bd0b78b0fe10573274,26.0
c6afbfb3f2a19bcb9ea333f8daae6031,26.0
dbae1b46b67ad6769ea63d33ed3d44bf,26.0
e778a015af317d58acd6143c2ba872aa,26.0
257b65557485b393b9a976af06ab7369,26.0
aa11f124ffd869aefb64298abbd515ec,25.0
03ad32167654f728404a097f261dbc2f,25.0
f62aa9ebc0d823b5f50e2ec186c4dfcf,25.0
8e7615372f32371f32a8b4377d247e85,25.0
4537ba9d3dab4e4c458980e690d770e8,25.0
275d4d4e1bac3be14ab7875268febacf,25.0
a90d759bb87cdbd65743cac6b03927f3,25.0
9b959f65abdb6cb9adc1d6160a5384ec,25.0
fd1c54aab8e1768a35cf51d590b387c8,24.0
552935066fe34c296b8d9b8199555e99,24.0
738a4875127ee0418cc48e9d470e1842,24.0
f4f7f74cc668d42d713b0868fb2e8420,24.0
d1d750ce3b00503c204516d27ca0d3b0,24.0
b9c00fffd1090693673d5134e39c3c9b,24.0
2fa42d3e420c07315404ca2cee87468f,24.0
f2068c28d9099d7cbec052ce903cc8b6,24.0
2c5ed7fe74da0d23cf0ea37361cc13b1,24.0
a5c9fe2b868196122cc46b22fd78aa05,24.0
551d910c49bea4406fc9f5f5446c4a47,24.0
2168ed39275614c5822d1ed87b818e89,24.0
12ed71ced0f4e45c0aa5b37144e6f84b,23.0
eebf13322d205e62feb5a7f5180d6d17,23.0
71a598dbce74a60c988634c95b29620f,23.0
180d6e9643a0b20a67b62cf2699ed130,23.0
2a8acf15766dac03cebc110fc1b10463,23.0
ece13c5d9f176093dfadc64af7328e64,23.0
06f4ab638ab7d0f8e5589e53fb21796e,23.0
ca9b5bd5eb371709219c27920c69716e,23.0
3d6880bf9417dda970274c48d848cd66,22.0
144ef4d83b8ca346569ad4db6aecdfef,22.0
ed016f68abe39ea087da8cc4053eeeb8,22.0
b43778b1d7a733fd75b469fd570efb87,22.0
3d099cfafeba8e3c1c606917f83a0bcf,22.0
10d13a19cca3ef4ac9abecbc13bdccb8,22.0
db2621f1e47a9ce30bd3badbcc2fab78,22.0
99eb64defb978da6a1e079eb488681d7,22.0
a677029354a3a0d5421b85f116e5ac10,22.0
bd999359c16289182c6335cf956258a9,22.0
147aa39315e27362adf396a56547a3f1,22.0
accb7ddae89ae6944e4741e38796d63c,22.0
edea7dad6844077406f64a29a7d65008,22.0
072979c34ca788c2a8f4b61f356c027f,21.0
f8474cb9b1a6a812d13748588f779913,21.0
e3d37109be4a17d8437f6fcb6072982d,21.0
62a1d14f2646dc0d4a69650b625ad79b,21.0
ba4f8b8e304790fcbf942f027d93eea3,21.0
7542a7eb53cecfc8f05a95db5f301784,21.0
eb4e5287e0c6381b2f61d678fbc31b8d,21.0
8b89885c3b4820a33c326cfc9439535d,21.0
1533b9ffbe887066f8afd42311bd740c,21.0
356db7cfc989ce5edfa2e5d94d652f34,21.0
6de4955c509e8f32f905760cad0beeae,21.0
17e0c1099a7e284ddc61b5ac902efbbd,21.0
047e188f84339eb4f78834d250fd6def,21.0
95fb8c0da5b1e12109599806e8cc2d0f,21.0
8665bccb1a98c27a5c9cee92264f29fc,20.0
e3d0d56407fa86f90b3cc6508480cb8d,20.0
585866d74736258b65053be70338b7b5,20.0
76fa8ce6c4cbb6f9b40c07a790a93017,20.0
31a83bc6f159829f615e8fd6376bb6fa,20.0
5122bc491a9dda8710f98d0077187095,20.0
97680ea39052f20dcc363bc95225c306,20.0
2cd49fab3d7bf0cc141d57184ddda706,20.0
e6de259ed588b16dd070c95979155ed5,20.0
8eefba11489dda2ce4ceab4f99da6d09,20.0
14e8331b01096f2e86a78fc32d16f004,20.0
08d28c7e64a698f281bfee4c58a08139,20.0
66c424b21af31d4257a2fac5abb872f1,20.0
1893b0ad352ee7db0f565bc4594e6dc6,19.0
2ec06dd030dee5bf4fcf8faa66ea00ed,19.0
e8cac002d322db54b07d28122c8e2be6,19.0
18bd7460bd481933a8b41579be03e5e3,19.0
56c5621f3485d11d0f74a06f87e4b572,19.0
4b29d1ae0a834b7ce8791bbbf3350e8a,19.0
173a61976230eab9f077a03d9fd37a98,19.0
8baf28f20aef1137759c5cc1d7f02869,19.0
3a3cb805e096d6d58e4b715eb527180b,19.0
93a61a69d01b74ed5ec13e0824467b83,19.0
09d8c6c07e961f700f85da96d37cf521,19.0
004c0568d5f997bd2b9a20dfa9f2cefb,19.0
fa720708b75516d510448d7d953655d0,18.0
35d506037e946d47a7a567c64f084d82,18.0
2d4433e9da1cba38a5531446a81ac744,18.0
162ed46308ef9dd1600fb0fe7c90b186,18.0
f0e16b2961cac3985938413cea00eb14,18.0
ee23df280317e77ccfabac41b4ca3edd,18.0
d21437e51510d74383e50bcc2a3cc123,18.0
4f9792dc23cbc986b628c4fa41b2ad33,18.0
62b6f6f95036dac581e1464809712754,18.0
7a5a26577d93d10b7158e3025834eb43,17.0
14219a82e98aa184b85390a557583468,17.0
f989f0da7ebf0d58fed3aa0633d919a8,17.0
ecc0e45abf156c30c7461b7d554c4a45,17.0
5c791952bfcc176a9fe052f74b846d2e,17.0
a4ced1c0e4b5ce0cb067870ac987f2cc,17.0
c2487e355957a35ea5bf81eb118c6026,17.0
07bec637a65bf321e1fe034b920a42a4,17.0
f785cb5114b3a4ec395f77f42cc3ea8f,17.0
670a5930973a5cf941b8b71240ed600d,17.0
c056423f9c3602379fbf238e16128c1e,17.0
b2237c8f58174fdb6c21f7c8c0d51556,17.0
7743b8e8ad8e37fa7ac1766261349e9a,17.0
fc863b70e6520f48909c1cdb42565235,17.0
53e37bb6af46fe02a00106a3e08984c3,16.0
f098dee5003bb9d87f60d94f91cf91f3,16.0
60863bd8cced2a6cd3fba062b0d9c9a2,16.0
a85e448a9b6de9dbdade20b3b604dccd,16.0
f248e1bcea322adf238e13e82be4dfca,16.0
b24950fcbb9adb2c8cf0384689795e6f,16.0
44df229e124cc01f387e2c21d201245d,16.0
d2655c5f1ab0dbe17bd7b55ba644efa9,16.0
f44516e8a93e4aa7bd50a76f57cf28cb,16.0
b0a57fe6a0ef7876d07d70e5ad867722,16.0
c539ec08da27549e67f063820ecad8f9,16.0
26e62c9e3dd4436f4a04dcac8dd4e757,16.0
09666ec23b05cb209887773cce83d23c,16.0
90805213192759e998ce7a2430ecdaa3,16.0
2058b266d879d832a63188db797c32a5,16.0
55c8e3c2d02d54e3266a93864e6e701f,16.0
d483f3f9f02b3fb7d697f920d2840c29,16.0
26cf312e6020a5a9f142aa9c23f54a94,16.0
79737db76cefefe4594fe219bc8bbf84,15.0
5b365d575024ffd5b2e7efa07686ea5e,15.0
7bae7dc42cf7f9a63b1ae88fddf4b21c,15.0
7dd775c36d52d613bc84f91b58d533b1,15.0
6de775ccb2a21019a98b4ef4aee3c08e,15.0
d000b4d4b7d954565fba724b064b1862,15.0
9133a7ba936985e6e67832cc8fe66de1,15.0
68cadeceadccfad62744fe15379f31da,15.0
eb491a22dbc2441a1a4608d99aa9b45a,15.0
173a79042b0a3d9faee142e99e1e7c71,14.0
e7a3af060bcc6686986ddfdf5536fac8,14.0
90fbb08c35576a02d1aba4f96ce0ff4c,14.0
1f8a369a742e1bdc14e77e93657c2d2d,14.0
4275d5c061ffcbb5b8f1d744b25a55f6,14.0
6bc2a06b052a67ab69f1dfd28b12d703,14.0
06b38de04a6322908e61d2ed24429513,14.0
ff2d6e71c0a0578ecccb0b23134f5bc0,14.0
09ec55b422ef356deb863992b40e757b,14.0
adbd5c5e7b2452fd3b1e86168af59633,14.0
57e5970bcafcb3bb98d7c1850afbe746,14.0
0be19642afe422a99970d460a80107e9,14.0
29d52f1d955163667478e17d4ee22687,14.0
74a48042caafb5528de330003ed971f3,14.0
cd72aac3de220e8ba8152c92f5380847,14.0
8d1bdf98fc1f7a57872895d1fe4991d8,14.0
f12f57cebb5c199cc8afac92f6447ee7,14.0
63952a899470e591e5d70b31a0294d09,14.0
5a7c7534daa38dcc70e444abf738c01f,14.0
20a91175ce401bfbeb997eb7a06a70c2,14.0
41466ab55f6388d4dc0b2a9b37e1c933,13.0
35a30d5ca1798b8b10646c475c1a7444,13.0
04de6120cad617ef412a20bab3307b14,13.0
2ba57412b79fc5f2910bdccbe9ecdde3,13.0
4e31c3d9691a13abcab062d516bbaa16,13.0
98f928178c6245b8822203e054b81054,13.0
313402c6104b2605890eda8d9fa89fba,13.0
1a8d25f7529d783a219ef689701dd4e2,13.0
abbc7002edf145e69063a54788603cc9,13.0
e3444c9306568318c3cffb29725193c9,13.0
b06984a8a246aa1806535e9c4b214f4d,13.0
8fa593ee215687e6be89da98e7cc3543,13.0
4d10b14d3933c0022fa31ebd684a8d8f,13.0
bad23aa464b7cb8acb7d4767bb4bba52,13.0
b6e7667d0f33e936e340555cdfc9ddf1,13.0
e581d288eadb8d4527694b6fe7aa5df4,13.0
432b86ddf33c129738ce73de632eeec6,12.0
d5e50b03c3451e9120ce5d15589e98c3,12.0
642a78d94fed7e5714db6e188d09a46e,12.0
c1adba3d6f6a99e0be0a61cf5ee9c7aa,12.0
51f981fd2c7be8578be58447f75b09a8,12.0
0889d4d79579b8ff871d38825e35fb94,12.0
5aaf45398e7b567640760c7d4df4467d,12.0
a773a38309091f3aad0fd497df498218,12.0
5601f094afc823d75ccb34440645a99e,12.0
72f6a6535518da49db67c1b13f7b9788,12.0
8011d14fda765a2a1d71ef8086e899a9,12.0
99b6d0feff59b28ad9d9f34e08a099a2,12.0
e5fd6117a4c62f4000a6f7e8414721ee,12.0
fc3af7fae915d7186c2754af9ee7981a,12.0
9064ea91fee73b0d26098da3931de4d2,12.0
802ffd84b34258c41aac3c1b01372fa5,12.0
4069574eeafbdbc8538822727089b005,12.0
fa919bcb613392796baae9df7a6a8b5a,12.0
62c2d1534ebe26314072b1f7036f4e82,12.0
3f71bb3aa63d948994b40f318db0fcef,11.0
d8f7f446987e67092b6256c10b1ee69e,11.0
06028ef6431014f5fef14ad942d9c9e6,11.0
d72f71be7b99b09d3a3f69c3b2787609,11.0
25bd62548b143a4507a578c3f88ea1ca,11.0
c1cb76f4f98cde4ffe4f1ccc74d3b047,11.0
0617dec0ed938fde76912ca84572a125,11.0
94acc174b24d13ae42c623b56f5f900e,11.0
fd8a91b556179171a79e89d4594a0d7a,11.0
73291cac0e802b6a1fb25ae7079390ef,11.0
8663efbb1cfa5f9c8ff4381b4ecce2f7,11.0
67c4fd56d59061872bf616b044fd4ebe,11.0
ba14f185733e55671c9cf63581463967,11.0
eec952740f4123b557ee3811de13b5a4,11.0
10001960725824d99fdb9d8c8cd87bb4,11.0
08d808ad29820ecd54b83f5b4391ff85,11.0
0ba36233341a2a4ab5a476a851f4dd2e,11.0
7a0f4bcb96c5ca416b8fcf772bce5129,11.0
2270817b0acaa4744c5186c4b34c043c,11.0
18a8a82dd1953b517e91698f99c921a6,11.0
804459596998e7bb132597a26b946147,10.0
1cbf79019e14a531a559ff43f17246b8,10.0
18468d5794ab48f3c4b1f616efca019c,10.0
bdde6bd8f5e6e93125d0a62e62872f91,10.0
aadef7fba5a0754fb631409c11fb331f,10.0
4b1c4fde4801ed91c7c03b6f0d03a5b0,10.0
330920fdc903fa547647d396f59bb662,10.0
de600ed820586272cae21a36f5a41b8a,10.0
be616f8aa785fa8c499211e65c8d60d0,10.0
1193b025c5118610905bcd04ac6988a1,10.0
ad30134c2171f177df244af91fa08d34,10.0
b4218b96d19eb58247fa9b0febd486c2,10.0
8d1b2f071188ec7576847a17a3290801,10.0
f40316cc6f0a52cfcd4e3afd822b5f61,10.0
f4f64eade6ca110caf515ee89ceaae99,10.0
dcd2612ccacf721fd981ae2493586519,10.0
7bde01c6c4ff06be862e9c1ddc646c3c,10.0
ec754904c5c1901df18e88a7d49c3d91,10.0
94b9fbee1693673bbd592c803880fe9a,10.0
c8636fca8f63f70c656c668762cb0e76,10.0
c480e72d144b16ce5c0a93eb6a09a34c,10.0
ce87bbeb38f583c6c12912ff0905245c,10.0
3c7f90ed3ce67c427c9da1a84476d5d1,10.0
f6f57cb7be63d5ce822dcc0e51c0d065,10.0
bc15061b61cf6b5002c58284591f97d4,10.0
e682b1e7cfe98f0ad8129bf3e9f1e4dd,10.0
30bb047ac058204ae8360234312ee7e5,9.0
76ec48b07229003c2e21f8763b00526b,9.0
2260b930f2edf381e05f91e5df09ef11,9.0
204ead84d83a805a4c11573285c87f0b,9.0
e7fe4913e1d6fede7606db2ed15778be,9.0
5f86daf7f135fee1745dba9e874fe013,9.0
9fdec0e5c3ea171403ed937e5bb4ed75,9.0
c28dbe4128a0b1ec6724d8c6b93a0a67,9.0
25ec3dde9f62076f91e274b8f22fdb7b,9.0
fba3d9b3872ff9021d66434323fb9565,9.0
0179864c31d78c81851dbcc3bee4b403,9.0
fe08d01467042efc88e6b15d9d41f166,9.0
6d556c04a2ad7ea371356f6a56500318,9.0
692991baa7c58832704d3a81eddf7b89,9.0
cfc9f8611bd04a7423d75a18471d0031,9.0
a77b0e43a0a758e036dc8929a68d128c,9.0
3d40ed6bafa1ad00b3bb503c6865a5b7,9.0
454d2462d4e42ccb8ed6a6018ec84d92,9.0
e23ae86010dbc33a1f975b88f07e3a28,9.0
f3d29136d0778a9f55e50212173e60bc,8.0
ab5f30967aa75c6e4ffa6803aac94b76,8.0
b2a70d2eaabdbc443012132978d789d6,8.0
1a66dd4e1b283f2b14e87eb7ae82f973,8.0
e2d15e781d5a3b05b139a6436475492b,8.0
cd575d00c5a1818624e106dde92c2fb5,8.0
1986d48e898d4244f3c664c606a407a4,8.0
055939aad29d258b5de71c053a3052ab,8.0
886f39d37496d33c39a1a870e873f816,8.0
081fff4915bdd0eba188a6f8c05d871b,8.0
80b20e907aa4fcf2309796bc303d151d,8.0
1b448e00c078f81e49a61933072345d2,8.0
67612e602e979241b130c7bd290adeb0,8.0
05379ec8f64d4f190caef85143e7ef5c,8.0
60262c9b8575b44d07850d827b9c8a80,8.0
17987125f37cd477799738140c06cf40,8.0
039f5b31e4d146b2abf3d43e4a1883d0,8.0
8f229d624bcaeaec32816dffd37e3655,8.0
27c179a669e80ab12d0e64a2a83c43f5,8.0
d98baf4d4e471ceb7652926670d16f07,8.0
4dd0336cb6aefe4b557a396bee1fa6d2,8.0
9da7a39de7e82006cc9533681adf765a,8.0
144358705bcd701765e33e5892d2fade,8.0
c57b70d65a63c4bf9f12c179c2416839,8.0
81c0f27fcb0714b5138ed863a663b88a,8.0
2e6d92d15c1abb702a1da34238df5220,8.0
7977ce267cb9f3102b56b5d410a7bc25,8.0
beae6aa05d54d9b46fb4cdc98a3ed92e,7.0
6de2135e0773430ba5677ec8d3323ce9,7.0
868c50c0b1d541197ff95a0bb7072826,7.0
76ca055b92f8c89b3740d0eeae796b57,7.0
eb6f471776211adb9a7b837ba74ffe6b,7.0
1c59e5f9b2215f9539d9656e1b1f6f32,7.0
f861234f2e87ff487f2e33b950368dcf,7.0
c9cc497ec4f10695829d840006fc7262,7.0
ca9c7cf560311eccd6c9f78d43f815ba,7.0
2515436d38bfe7b502e7721929c3818c,7.0
65a762819f2e18559c8f3f559ca15bb1,7.0
1da50bed45f9aecde90fd8bdf9d00a61,7.0
fa35267626e4007b2879a61b5e10181b,7.0
ea5450a505a8252d5416094a93e0d59e,7.0
9f666956dac83ef0bf9707d7fb1e399d,7.0
59039e4211686d58e24f05c6e3914470,7.0
85b6a84c127a2636b6e6f569fb35d5ef,7.0
7d12a2f40aea1ad38b3b1143a94cbb11,7.0
3b2f8158b30941206b170f2a0fa0a1f7,7.0
ba37df25b788e785d74c36fb42e00f23,7.0
502b6544978890cda2ece2d14bfdba01,7.0
b66bf96a770f6d8eb3024bcd8d25ce15,7.0
6a0ede2ffffc1af52b6e93ddc7ffed81,7.0
8f146ce7c43f38ad3673dabe93c7c5bb,7.0
913b522e0398cf53036ca112413b9878,7.0
940a1a2ce376b4a59b623950d83effda,6.0
01ee6d0da4acb99aebb51160993a0853,6.0
87bd6083b4e66589d8f0c18e3210e3e9,6.0
b2c04ba574e93067166a186da8c3010a,6.0
136a019c76228a26f59a69baae80c823,6.0
7ac30f52c13d69e33788b985a7160b67,6.0
8cea1cca5f6e15d6fdf4d681eb4aa27c,6.0
10a1540420b4734c504204b4c537a467,6.0
b09d1dc3fdecde245ed8be8b62ceb88d,6.0
90784d473ed3f4a56f04c58bdffdb441,6.0
